,Time,NR,NREF,NFIX,NAUTH,LOC_ADD_AVG,LOC_ADD_MAX,LOC_DEL_AVG,LOC_DEL_MAX,CHURN_AVG,CHURN_MAX,CHURN_MIN
0,2022-06-01,6555,2.137995271190084,3600,109,1447.7125400946998,650414,1483.406903925462,650424,-35.69436383076218,202161,-202164
